index,season,episode,episode_num,rank,missc,contestant,outcome,eliminated,participant,minichalw,finale,penultimate
1071,S08,3,S08E3,7,0,Robbie Turner,BTM,0,1,0,0,0
1072,S08,3,S08E3,8,0,Acid Betty,HIGH,0,1,0,0,0
1073,S08,3,S08E3,9,0,Naysha Lopez,SAFE,0,1,0,0,0
1074,S08,3,S08E3,10,1,Cynthia Lee Fontaine,BTM,1,1,0,0,0
1075,S08,3,S08E3,11,0,Dax ExclamationPoint,NA,NA,0,NA,0,0
1076,S08,3,S08E3,11,0,Laila McQueen,NA,NA,0,NA,0,0
1077,S08,4,S08E4,1,0,Bob the Drag Queen,SAFE,0,1,0,0,0
1078,S08,4,S08E4,2,0,Kim Chi,SAFE,0,1,0,0,0
1079,S08,4,S08E4,2,0,Naomi Smalls,HIGH,0,1,0,0,0
1080,S08,4,S08E4,4,0,Chi Chi DeVayne,BTM,0,1,0,0,0
1081,S08,4,S08E4,5,0,Derrick Barry,LOW,0,1,0,0,0
1082,S08,4,S08E4,6,0,Thorgy Thor,SAFE,0,1,0,0,0
1083,S08,4,S08E4,7,0,Robbie Turner,WIN,0,1,0,0,0
1084,S08,4,S08E4,8,0,Acid Betty,SAFE,0,1,0,0,0
1085,S08,4,S08E4,9,0,Naysha Lopez,BTM,1,1,0,0,0
1086,S08,4,S08E4,10,1,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1087,S08,4,S08E4,11,0,Dax ExclamationPoint,NA,NA,0,NA,0,0
1088,S08,4,S08E4,11,0,Laila McQueen,NA,NA,0,NA,0,0
1089,S08,5,S08E5,1,0,Bob the Drag Queen,WIN,0,1,0,0,0
1090,S08,5,S08E5,2,0,Kim Chi,SAFE,0,1,0,0,0
1091,S08,5,S08E5,2,0,Naomi Smalls,BTM,0,1,0,0,0
1092,S08,5,S08E5,4,0,Chi Chi DeVayne,SAFE,0,1,0,0,0
1093,S08,5,S08E5,5,0,Derrick Barry,HIGH,0,1,0,0,0
1094,S08,5,S08E5,6,0,Thorgy Thor,HIGH,0,1,0,0,0
1095,S08,5,S08E5,7,0,Robbie Turner,LOW,0,1,0,0,0
1096,S08,5,S08E5,8,0,Acid Betty,BTM,1,1,0,0,0
1097,S08,5,S08E5,9,0,Naysha Lopez,NA,NA,0,NA,0,0
1098,S08,5,S08E5,10,1,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1099,S08,5,S08E5,11,0,Dax ExclamationPoint,NA,NA,0,NA,0,0
1100,S08,5,S08E5,11,0,Laila McQueen,NA,NA,0,NA,0,0
1101,S08,6,S08E6,1,0,Bob the Drag Queen,SAFE,0,1,1,0,0
1102,S08,6,S08E6,2,0,Kim Chi,HIGH,0,1,0,0,0
1103,S08,6,S08E6,2,0,Naomi Smalls,WIN,0,1,0,0,0
1104,S08,6,S08E6,4,0,Chi Chi DeVayne,LOW,0,1,0,0,0
1105,S08,6,S08E6,5,0,Derrick Barry,BTM,0,1,0,0,0
1106,S08,6,S08E6,6,0,Thorgy Thor,SAFE,0,1,0,0,0
1107,S08,6,S08E6,7,0,Robbie Turner,BTM,1,1,0,0,0
1108,S08,6,S08E6,8,0,Acid Betty,NA,NA,0,NA,0,0
1109,S08,6,S08E6,9,0,Naysha Lopez,NA,NA,0,NA,0,0
1110,S08,6,S08E6,10,1,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1111,S08,6,S08E6,11,0,Dax ExclamationPoint,NA,NA,0,NA,0,0
1112,S08,6,S08E6,11,0,Laila McQueen,NA,NA,0,NA,0,0
1113,S08,7,S08E7,1,0,Bob the Drag Queen,WIN,0,1,0,0,0
1114,S08,7,S08E7,2,0,Kim Chi,SAFE,0,1,0,0,0
1115,S08,7,S08E7,2,0,Naomi Smalls,SAFE,0,1,0,0,0
1116,S08,7,S08E7,4,0,Chi Chi DeVayne,BTM,0,1,0,0,0
1117,S08,7,S08E7,5,0,Derrick Barry,WIN,0,1,1,0,0
1118,S08,7,S08E7,6,0,Thorgy Thor,BTM,1,1,0,0,0
1119,S08,7,S08E7,7,0,Robbie Turner,NA,NA,0,NA,0,0
1120,S08,7,S08E7,8,0,Acid Betty,NA,NA,0,NA,0,0
1121,S08,7,S08E7,9,0,Naysha Lopez,NA,NA,0,NA,0,0
1122,S08,7,S08E7,10,1,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1123,S08,7,S08E7,11,0,Dax ExclamationPoint,NA,NA,0,NA,0,0
1124,S08,7,S08E7,11,0,Laila McQueen,NA,NA,0,NA,0,0
1125,S08,8,S08E8,1,0,Bob the Drag Queen,BTM,0,1,0,0,0
1126,S08,8,S08E8,2,0,Kim Chi,WIN,0,1,0,0,0
1127,S08,8,S08E8,2,0,Naomi Smalls,HIGH,0,1,0,0,0
1128,S08,8,S08E8,4,0,Chi Chi DeVayne,HIGH,0,1,1,0,0
1129,S08,8,S08E8,5,0,Derrick Barry,BTM,1,1,0,0,0
1130,S08,8,S08E8,6,0,Thorgy Thor,NA,NA,0,NA,0,0
1131,S08,8,S08E8,7,0,Robbie Turner,NA,NA,0,NA,0,0
1132,S08,8,S08E8,8,0,Acid Betty,NA,NA,0,NA,0,0
1133,S08,8,S08E8,9,0,Naysha Lopez,NA,NA,0,NA,0,0
1134,S08,8,S08E8,10,1,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1135,S08,8,S08E8,11,0,Dax ExclamationPoint,NA,NA,0,NA,0,0
1136,S08,8,S08E8,11,0,Laila McQueen,NA,NA,0,NA,0,0
1137,S08,9,S08E9,1,0,Bob the Drag Queen,WIN,0,1,0,0,1
1138,S08,9,S08E9,2,0,Kim Chi,WIN,0,1,0,0,1
1139,S08,9,S08E9,2,0,Naomi Smalls,WIN,0,1,0,0,1
1140,S08,9,S08E9,4,0,Chi Chi DeVayne,BTM,1,1,0,0,1
1141,S08,9,S08E9,5,0,Derrick Barry,NA,NA,0,NA,0,1
1142,S08,9,S08E9,6,0,Thorgy Thor,NA,NA,0,NA,0,1
1143,S08,9,S08E9,7,0,Robbie Turner,NA,NA,0,NA,0,1
1144,S08,9,S08E9,8,0,Acid Betty,NA,NA,0,NA,0,1
1145,S08,9,S08E9,9,0,Naysha Lopez,NA,NA,0,NA,0,1
1146,S08,9,S08E9,10,1,Cynthia Lee Fontaine,NA,NA,0,NA,0,1
1147,S08,9,S08E9,11,0,Dax ExclamationPoint,NA,NA,0,NA,0,1
1148,S08,9,S08E9,11,0,Laila McQueen,NA,NA,0,NA,0,1
1149,S08,10,S08E10,1,0,Bob the Drag Queen,WIN,0,1,0,1,0
1150,S08,10,S08E10,2,0,Kim Chi,HIGH,0,1,0,1,0
1151,S08,10,S08E10,2,0,Naomi Smalls,HIGH,0,1,0,1,0
1152,S08,10,S08E10,4,0,Chi Chi DeVayne,NA,NA,0,NA,1,0
1153,S08,10,S08E10,5,0,Derrick Barry,NA,NA,0,NA,1,0
1154,S08,10,S08E10,6,0,Thorgy Thor,NA,NA,0,NA,1,0
1155,S08,10,S08E10,7,0,Robbie Turner,NA,NA,0,NA,1,0
1156,S08,10,S08E10,8,0,Acid Betty,NA,NA,0,NA,1,0
1157,S08,10,S08E10,9,0,Naysha Lopez,NA,NA,0,NA,1,0
1158,S08,10,S08E10,10,1,Cynthia Lee Fontaine,NA,NA,0,NA,1,0
1159,S08,10,S08E10,11,0,Dax ExclamationPoint,NA,NA,0,NA,1,0
1160,S08,10,S08E10,11,0,Laila McQueen,NA,NA,0,NA,1,0
1161,S09,1,S09E1,1,0,Sasha Velour,HIGH,0,1,0,0,0
1162,S09,1,S09E1,2,0,Peppermint,SAFE,0,1,0,0,0
1163,S09,1,S09E1,3,0,Shea Couleé,SAFE,0,1,0,0,0
1164,S09,1,S09E1,3,0,Trinity Taylor,SAFE,0,1,0,0,0
1165,S09,1,S09E1,5,0,Alexis Michelle,SAFE,0,1,0,0,0
1166,S09,1,S09E1,6,0,Nina Bo'nina Brown,WIN,0,1,0,0,0
1167,S09,1,S09E1,7,1,Valentina,SAFE,0,1,0,0,0
1168,S09,1,S09E1,8,0,Farrah Moan,SAFE,0,1,0,0,0
1169,S09,1,S09E1,9,0,Aja,SAFE,0,1,0,0,0
1170,S09,1,S09E1,10,0,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1171,S09,1,S09E1,11,0,Eureka O'Hara,HIGH,0,1,0,0,0
1172,S09,1,S09E1,12,0,Charlie Hides,SAFE,0,1,0,0,0
1173,S09,1,S09E1,13,0,Kimora Blac,SAFE,0,1,0,0,0
1174,S09,1,S09E1,14,0,Jaymes Mansfield,SAFE,0,1,0,0,0
1175,S09,2,S09E2,1,0,Sasha Velour,SAFE,0,1,0,0,0
1176,S09,2,S09E2,2,0,Peppermint,SAFE,0,1,0,0,0
1177,S09,2,S09E2,3,0,Shea Couleé,HIGH,0,1,0,0,0
1178,S09,2,S09E2,3,0,Trinity Taylor,HIGH,0,1,0,0,0
1179,S09,2,S09E2,5,0,Alexis Michelle,SAFE,0,1,0,0,0
1180,S09,2,S09E2,6,0,Nina Bo'nina Brown,SAFE,0,1,0,0,0
1181,S09,2,S09E2,7,1,Valentina,WIN,0,1,0,0,0
1182,S09,2,S09E2,8,0,Farrah Moan,SAFE,0,1,0,0,0
1183,S09,2,S09E2,9,0,Aja,SAFE,0,1,0,0,0
1184,S09,2,S09E2,10,0,Cynthia Lee Fontaine,SAFE,0,1,0,0,0
1185,S09,2,S09E2,11,0,Eureka O'Hara,SAFE,0,1,0,0,0
1186,S09,2,S09E2,12,0,Charlie Hides,LOW,0,1,0,0,0
1187,S09,2,S09E2,13,0,Kimora Blac,BTM,0,1,0,0,0
1188,S09,2,S09E2,14,0,Jaymes Mansfield,BTM,1,1,0,0,0
1189,S09,3,S09E3,1,0,Sasha Velour,SAFE,0,1,0,0,0
1190,S09,3,S09E3,2,0,Peppermint,HIGH,0,1,0,0,0
1191,S09,3,S09E3,3,0,Shea Couleé,SAFE,0,1,0,0,0
1192,S09,3,S09E3,3,0,Trinity Taylor,WIN,0,1,0,0,0
1193,S09,3,S09E3,5,0,Alexis Michelle,SAFE,0,1,0,0,0
1194,S09,3,S09E3,6,0,Nina Bo'nina Brown,SAFE,0,1,0,0,0
1195,S09,3,S09E3,7,1,Valentina,HIGH,0,1,0,0,0
1196,S09,3,S09E3,8,0,Farrah Moan,LOW,0,1,0,0,0
1197,S09,3,S09E3,9,0,Aja,BTM,0,1,0,0,0
1198,S09,3,S09E3,10,0,Cynthia Lee Fontaine,SAFE,0,1,0,0,0
1199,S09,3,S09E3,11,0,Eureka O'Hara,SAFE,0,1,0,0,0
1200,S09,3,S09E3,12,0,Charlie Hides,SAFE,0,1,0,0,0
1201,S09,3,S09E3,13,0,Kimora Blac,BTM,1,1,0,0,0
1202,S09,3,S09E3,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1203,S09,4,S09E4,1,0,Sasha Velour,WIN,0,1,0,0,0
1204,S09,4,S09E4,2,0,Peppermint,LOW,0,1,0,0,0
1205,S09,4,S09E4,3,0,Shea Couleé,WIN,0,1,0,0,0
1206,S09,4,S09E4,3,0,Trinity Taylor,BTM,0,1,0,0,0
1207,S09,4,S09E4,5,0,Alexis Michelle,SAFE,0,1,0,0,0
1208,S09,4,S09E4,6,0,Nina Bo'nina Brown,HIGH,0,1,0,0,0
1209,S09,4,S09E4,7,1,Valentina,SAFE,0,1,0,0,0
1210,S09,4,S09E4,8,0,Farrah Moan,SAFE,0,1,0,0,0
1211,S09,4,S09E4,9,0,Aja,SAFE,0,1,0,0,0
1212,S09,4,S09E4,10,0,Cynthia Lee Fontaine,SAFE,0,1,0,0,0
1213,S09,4,S09E4,11,0,Eureka O'Hara,HIGH,0,1,0,0,0
1214,S09,4,S09E4,12,0,Charlie Hides,BTM,1,1,0,0,0
1215,S09,4,S09E4,13,0,Kimora Blac,NA,NA,0,NA,0,0
1216,S09,4,S09E4,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1217,S09,5,S09E5,1,0,Sasha Velour,SAFE,0,1,0,0,0
1218,S09,5,S09E5,2,0,Peppermint,HIGH,0,1,0,0,0
1219,S09,5,S09E5,3,0,Shea Couleé,WIN,0,1,0,0,0
1220,S09,5,S09E5,3,0,Trinity Taylor,SAFE,0,1,0,0,0
1221,S09,5,S09E5,5,0,Alexis Michelle,HIGH,0,1,1,0,0
1222,S09,5,S09E5,6,0,Nina Bo'nina Brown,LOW,0,1,0,0,0
1223,S09,5,S09E5,7,1,Valentina,SAFE,0,1,0,0,0
1224,S09,5,S09E5,8,0,Farrah Moan,BTM,0,1,0,0,0
1225,S09,5,S09E5,9,0,Aja,SAFE,0,1,0,0,0
1226,S09,5,S09E5,10,0,Cynthia Lee Fontaine,BTM,0,1,0,0,0
1227,S09,5,S09E5,11,0,Eureka O'Hara,SAFE+DEPT,0,1,0,0,0
1228,S09,5,S09E5,12,0,Charlie Hides,NA,NA,0,NA,0,0
1229,S09,5,S09E5,13,0,Kimora Blac,NA,NA,0,NA,0,0
1230,S09,5,S09E5,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1231,S09,6,S09E6,1,0,Sasha Velour,HIGH,0,1,0,0,0
1232,S09,6,S09E6,2,0,Peppermint,BTM,0,1,0,0,0
1233,S09,6,S09E6,3,0,Shea Couleé,SAFE,0,1,0,0,0
1234,S09,6,S09E6,3,0,Trinity Taylor,SAFE,0,1,0,0,0
1235,S09,6,S09E6,5,0,Alexis Michelle,WIN,0,1,0,0,0
1236,S09,6,S09E6,6,0,Nina Bo'nina Brown,HIGH,0,1,0,0,0
1237,S09,6,S09E6,7,1,Valentina,SAFE,0,1,0,0,0
1238,S09,6,S09E6,8,0,Farrah Moan,LOW,0,1,0,0,0
1239,S09,6,S09E6,9,0,Aja,SAFE,0,1,0,0,0
1240,S09,6,S09E6,10,0,Cynthia Lee Fontaine,BTM,1,1,0,0,0
1241,S09,6,S09E6,11,0,Eureka O'Hara,NA,NA,0,NA,0,0
1242,S09,6,S09E6,12,0,Charlie Hides,NA,NA,0,NA,0,0
1243,S09,6,S09E6,13,0,Kimora Blac,NA,NA,0,NA,0,0
1244,S09,6,S09E6,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1245,S09,7,S09E7,1,0,Sasha Velour,LOW,0,1,0,0,0
1246,S09,7,S09E7,2,0,Peppermint,SAFE,0,1,0,0,0
1247,S09,7,S09E7,3,0,Shea Couleé,HIGH,0,1,0,0,0
1248,S09,7,S09E7,3,0,Trinity Taylor,WIN,0,1,0,0,0
1249,S09,7,S09E7,5,0,Alexis Michelle,SAFE,0,1,0,0,0
1250,S09,7,S09E7,6,0,Nina Bo'nina Brown,BTM,0,1,0,0,0
1251,S09,7,S09E7,7,1,Valentina,HIGH,0,1,0,0,0
1252,S09,7,S09E7,8,0,Farrah Moan,SAFE,0,1,0,0,0
1253,S09,7,S09E7,9,0,Aja,BTM,1,1,0,0,0
1254,S09,7,S09E7,10,0,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1255,S09,7,S09E7,11,0,Eureka O'Hara,NA,NA,0,NA,0,0
1256,S09,7,S09E7,12,0,Charlie Hides,NA,NA,0,NA,0,0
1257,S09,7,S09E7,13,0,Kimora Blac,NA,NA,0,NA,0,0
1258,S09,7,S09E7,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1259,S09,8,S09E8,1,0,Sasha Velour,HIGH,0,1,0,0,0
1260,S09,8,S09E8,2,0,Peppermint,WIN,0,1,0,0,0
1261,S09,8,S09E8,3,0,Shea Couleé,HIGH,0,1,0,0,0
1262,S09,8,S09E8,3,0,Trinity Taylor,LOW,0,1,0,0,0
1263,S09,8,S09E8,5,0,Alexis Michelle,BTM,0,1,0,0,0
1264,S09,8,S09E8,6,0,Nina Bo'nina Brown,SAFE,0,1,0,0,0
1265,S09,8,S09E8,7,1,Valentina,SAFE,0,1,1,0,0
1266,S09,8,S09E8,8,0,Farrah Moan,BTM,1,1,0,0,0
1267,S09,8,S09E8,9,0,Aja,NA,NA,0,NA,0,0
1268,S09,8,S09E8,10,0,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1269,S09,8,S09E8,11,0,Eureka O'Hara,NA,NA,0,NA,0,0
1270,S09,8,S09E8,12,0,Charlie Hides,NA,NA,0,NA,0,0
1271,S09,8,S09E8,13,0,Kimora Blac,NA,NA,0,NA,0,0
1272,S09,8,S09E8,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1273,S09,9,S09E9,1,0,Sasha Velour,WIN,0,1,0,0,0
1274,S09,9,S09E9,2,0,Peppermint,HIGH,0,1,0,0,0
1275,S09,9,S09E9,3,0,Shea Couleé,WIN,0,1,0,0,0
1276,S09,9,S09E9,3,0,Trinity Taylor,HIGH,0,1,0,0,0
1277,S09,9,S09E9,5,0,Alexis Michelle,LOW,0,1,0,0,0
1278,S09,9,S09E9,6,0,Nina Bo'nina Brown,BTM,0,1,0,0,0
1279,S09,9,S09E9,7,1,Valentina,BTM,1,1,0,0,0
1280,S09,9,S09E9,8,0,Farrah Moan,NA,NA,0,NA,0,0
1281,S09,9,S09E9,9,0,Aja,NA,NA,0,NA,0,0
1282,S09,9,S09E9,10,0,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1283,S09,9,S09E9,11,0,Eureka O'Hara,NA,NA,0,NA,0,0
1284,S09,9,S09E9,12,0,Charlie Hides,NA,NA,0,NA,0,0
1285,S09,9,S09E9,13,0,Kimora Blac,NA,NA,0,NA,0,0
1286,S09,9,S09E9,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1287,S09,10,S09E10,1,0,Sasha Velour,HIGH,0,1,0,0,0
1288,S09,10,S09E10,2,0,Peppermint,HIGH,0,1,0,0,0
1289,S09,10,S09E10,3,0,Shea Couleé,BTM,0,1,0,0,0
1290,S09,10,S09E10,3,0,Trinity Taylor,WIN,0,1,0,0,0
1291,S09,10,S09E10,5,0,Alexis Michelle,LOW,0,1,0,0,0
1292,S09,10,S09E10,6,0,Nina Bo'nina Brown,BTM,1,1,0,0,0
1293,S09,10,S09E10,7,1,Valentina,NA,NA,0,NA,0,0
1294,S09,10,S09E10,8,0,Farrah Moan,NA,NA,0,NA,0,0
1295,S09,10,S09E10,9,0,Aja,NA,NA,0,NA,0,0
1296,S09,10,S09E10,10,0,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1297,S09,10,S09E10,11,0,Eureka O'Hara,NA,NA,0,NA,0,0
1298,S09,10,S09E10,12,0,Charlie Hides,NA,NA,0,NA,0,0
1299,S09,10,S09E10,13,0,Kimora Blac,NA,NA,0,NA,0,0
1300,S09,10,S09E10,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1301,S09,11,S09E11,1,0,Sasha Velour,HIGH,0,1,1,0,0
1302,S09,11,S09E11,2,0,Peppermint,BTM,0,1,0,0,0
1303,S09,11,S09E11,3,0,Shea Couleé,WIN,0,1,0,0,0
1304,S09,11,S09E11,3,0,Trinity Taylor,LOW,0,1,0,0,0
1305,S09,11,S09E11,5,0,Alexis Michelle,BTM,1,1,0,0,0
1306,S09,11,S09E11,6,0,Nina Bo'nina Brown,NA,NA,0,NA,0,0
1307,S09,11,S09E11,7,1,Valentina,NA,NA,0,NA,0,0
1308,S09,11,S09E11,8,0,Farrah Moan,NA,NA,0,NA,0,0
1309,S09,11,S09E11,9,0,Aja,NA,NA,0,NA,0,0
1310,S09,11,S09E11,10,0,Cynthia Lee Fontaine,NA,NA,0,NA,0,0
1311,S09,11,S09E11,11,0,Eureka O'Hara,NA,NA,0,NA,0,0
1312,S09,11,S09E11,12,0,Charlie Hides,NA,NA,0,NA,0,0
1313,S09,11,S09E11,13,0,Kimora Blac,NA,NA,0,NA,0,0
1314,S09,11,S09E11,14,0,Jaymes Mansfield,NA,NA,0,NA,0,0
1315,S09,14,S09E14,1,0,Sasha Velour,WIN,0,1,0,1,0
1316,S09,14,S09E14,2,0,Peppermint,LOST3RD ROUND,0,1,0,1,0
1317,S09,14,S09E14,3,0,Shea Couleé,LOST2ND ROUND,0,1,0,1,0
1318,S09,14,S09E14,3,0,Trinity Taylor,LOST1ST ROUND,0,1,0,1,0
1319,S09,14,S09E14,5,0,Alexis Michelle,NA,NA,0,NA,1,0
1320,S09,14,S09E14,6,0,Nina Bo'nina Brown,NA,NA,0,NA,1,0
1321,S09,14,S09E14,7,1,Valentina,NA,NA,0,NA,1,0
1322,S09,14,S09E14,8,0,Farrah Moan,NA,NA,0,NA,1,0
1323,S09,14,S09E14,9,0,Aja,NA,NA,0,NA,1,0
1324,S09,14,S09E14,10,0,Cynthia Lee Fontaine,NA,NA,0,NA,1,0
1325,S09,14,S09E14,11,0,Eureka O'Hara,NA,NA,0,NA,1,0
1326,S09,14,S09E14,12,0,Charlie Hides,NA,NA,0,NA,1,0
1327,S09,14,S09E14,13,0,Kimora Blac,NA,NA,0,NA,1,0
1328,S09,14,S09E14,14,0,Jaymes Mansfield,NA,NA,0,NA,1,0
1329,S10,1,S10E1,1,0,Aquaria,SAFE,0,1,0,0,0
1330,S10,1,S10E1,2,0,Eureka O'Hara,SAFE,0,1,0,0,0
1331,S10,1,S10E1,2,0,Kameron Michaels,SAFE,0,1,0,0,0
1332,S10,1,S10E1,4,0,Asia O'Hara,SAFE,0,1,0,0,0
1333,S10,1,S10E1,5,0,Miz Cracker,HIGH,0,1,0,0,0
1334,S10,1,S10E1,6,1,Monét X Change,SAFE,0,1,1,0,0
1335,S10,1,S10E1,7,0,The Vixen,SAFE,0,1,0,0,0
1336,S10,1,S10E1,8,0,Monique Heart,SAFE,0,1,0,0,0
1337,S10,1,S10E1,9,0,Blair St. Clair,HIGH,0,1,0,0,0
1338,S10,1,S10E1,10,0,Mayhem Miller,WIN,0,1,0,0,0
1339,S10,1,S10E1,11,0,Dusty Ray Bottoms,LOW,0,1,0,0,0
1340,S10,1,S10E1,12,0,Yuhua Hamasaki,HIGH,0,1,0,0,0
1341,S10,1,S10E1,13,0,Kalorie Karbdashian Williams,BTM,0,1,0,0,0
1342,S10,1,S10E1,14,0,Vanessa Vanjie Mateo,BTM,1,1,0,0,0
1343,S10,2,S10E2,1,0,Aquaria,SAFE,0,1,0,0,0
1344,S10,2,S10E2,2,0,Eureka O'Hara,BTM,0,1,0,0,0
1345,S10,2,S10E2,2,0,Kameron Michaels,SAFE,0,1,0,0,0
1346,S10,2,S10E2,4,0,Asia O'Hara,HIGH,0,1,0,0,0
1347,S10,2,S10E2,5,0,Miz Cracker,SAFE,0,1,0,0,0
1348,S10,2,S10E2,6,1,Monét X Change,SAFE,0,1,0,0,0
1349,S10,2,S10E2,7,0,The Vixen,WIN,0,1,0,0,0
1350,S10,2,S10E2,8,0,Monique Heart,LOW,0,1,0,0,0
1351,S10,2,S10E2,9,0,Blair St. Clair,SAFE,0,1,0,0,0
1352,S10,2,S10E2,10,0,Mayhem Miller,SAFE,0,1,0,0,0
1353,S10,2,S10E2,11,0,Dusty Ray Bottoms,HIGH,0,1,0,0,0
1354,S10,2,S10E2,12,0,Yuhua Hamasaki,SAFE,0,1,0,0,0
1355,S10,2,S10E2,13,0,Kalorie Karbdashian Williams,BTM,1,1,0,0,0
1356,S10,2,S10E2,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1357,S10,3,S10E3,1,0,Aquaria,SAFE,0,1,0,0,0
1358,S10,3,S10E3,2,0,Eureka O'Hara,HIGH,0,1,0,0,0
1359,S10,3,S10E3,2,0,Kameron Michaels,LOW,0,1,0,0,0
1360,S10,3,S10E3,4,0,Asia O'Hara,WIN,0,1,0,0,0
1361,S10,3,S10E3,5,0,Miz Cracker,SAFE,0,1,0,0,0
1362,S10,3,S10E3,6,1,Monét X Change,SAFE,0,1,0,0,0
1363,S10,3,S10E3,7,0,The Vixen,SAFE,0,1,0,0,0
1364,S10,3,S10E3,8,0,Monique Heart,SAFE,0,1,0,0,0
1365,S10,3,S10E3,9,0,Blair St. Clair,HIGH,0,1,0,0,0
1366,S10,3,S10E3,10,0,Mayhem Miller,BTM,0,1,0,0,0
1367,S10,3,S10E3,11,0,Dusty Ray Bottoms,SAFE,0,1,0,0,0
1368,S10,3,S10E3,12,0,Yuhua Hamasaki,BTM,1,1,0,0,0
1369,S10,3,S10E3,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1370,S10,3,S10E3,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1371,S10,4,S10E4,1,0,Aquaria,WIN,0,1,1,0,0
1372,S10,4,S10E4,2,0,Eureka O'Hara,SAFE,0,1,0,0,0
1373,S10,4,S10E4,2,0,Kameron Michaels,HIGH,0,1,0,0,0
1374,S10,4,S10E4,4,0,Asia O'Hara,LOW,0,1,0,0,0
1375,S10,4,S10E4,5,0,Miz Cracker,HIGH,0,1,0,0,0
1376,S10,4,S10E4,6,1,Monét X Change,BTM,0,1,0,0,0
1377,S10,4,S10E4,7,0,The Vixen,SAFE,0,1,0,0,0
1378,S10,4,S10E4,8,0,Monique Heart,SAFE,0,1,0,0,0
1379,S10,4,S10E4,9,0,Blair St. Clair,SAFE,0,1,0,0,0
1380,S10,4,S10E4,10,0,Mayhem Miller,SAFE,0,1,0,0,0
1381,S10,4,S10E4,11,0,Dusty Ray Bottoms,BTM,1,1,0,0,0
1382,S10,4,S10E4,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1383,S10,4,S10E4,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1384,S10,4,S10E4,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1385,S10,5,S10E5,1,0,Aquaria,SAFE,0,1,0,0,0
1386,S10,5,S10E5,2,0,Eureka O'Hara,WIN,0,1,0,0,0
1387,S10,5,S10E5,2,0,Kameron Michaels,SAFE,0,1,0,0,0
1388,S10,5,S10E5,4,0,Asia O'Hara,SAFE,0,1,0,0,0
1389,S10,5,S10E5,5,0,Miz Cracker,HIGH,0,1,0,0,0
1390,S10,5,S10E5,6,1,Monét X Change,BTM,0,1,0,0,0
1391,S10,5,S10E5,7,0,The Vixen,LOW,0,1,1,0,0
1392,S10,5,S10E5,8,0,Monique Heart,HIGH,0,1,0,0,0
1393,S10,5,S10E5,9,0,Blair St. Clair,SAFE,0,1,0,0,0
1394,S10,5,S10E5,10,0,Mayhem Miller,BTM,1,1,0,0,0
1395,S10,5,S10E5,11,0,Dusty Ray Bottoms,NA,NA,0,NA,0,0
1396,S10,5,S10E5,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1397,S10,5,S10E5,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
1398,S10,5,S10E5,14,0,Vanessa Vanjie Mateo,NA,NA,0,NA,0,0
1399,S10,6,S10E6,1,0,Aquaria,SAFE,0,1,0,0,0
1400,S10,6,S10E6,2,0,Eureka O'Hara,WIN,0,1,0,0,0
1401,S10,6,S10E6,2,0,Kameron Michaels,HIGH,0,1,0,0,0
1402,S10,6,S10E6,4,0,Asia O'Hara,SAFE,0,1,1,0,0
1403,S10,6,S10E6,5,0,Miz Cracker,LOW,0,1,0,0,0
1404,S10,6,S10E6,6,1,Monét X Change,HIGH,0,1,0,0,0
1405,S10,6,S10E6,7,0,The Vixen,BTM,0,1,0,0,0
1406,S10,6,S10E6,8,0,Monique Heart,SAFE,0,1,0,0,0
1407,S10,6,S10E6,9,0,Blair St. Clair,BTM,1,1,0,0,0
1408,S10,6,S10E6,10,0,Mayhem Miller,NA,NA,0,NA,0,0
1409,S10,6,S10E6,11,0,Dusty Ray Bottoms,NA,NA,0,NA,0,0
1410,S10,6,S10E6,12,0,Yuhua Hamasaki,NA,NA,0,NA,0,0
1411,S10,6,S10E6,13,0,Kalorie Karbdashian Williams,NA,NA,0,NA,0,0
